kmer_start	kmer_end	n_enriched	n_depleted	group_JW	series_id	gene_start	gene_end	gene	group	kmer	region	series_id_2	series_id_3
9715	9729	0	11	dep_ex	9715	266	21555	ORF1ab	C	all	pc	294	3
9716	9730	0	10	dep_ex	9716	266	21555	ORF1ab	C	all	pc	295	3
9717	9731	0	9	dep_ex	9717	266	21555	ORF1ab	C	all	pc	296	3
9718	9732	0	8	dep_ex	9718	266	21555	ORF1ab	C	all	pc	297	3
9719	9733	0	8	dep_ex	9719	266	21555	ORF1ab	C	all	pc	298	3
9720	9734	0	8	dep_ex	9720	266	21555	ORF1ab	C	all	pc	299	3
9721	9735	0	8	dep_ex	9721	266	21555	ORF1ab	C	all	pc	300	3
9722	9736	0	8	dep_ex	9722	266	21555	ORF1ab	C	all	pc	301	3
9723	9737	0	8	dep_ex	9723	266	21555	ORF1ab	C	all	pc	302	3
9724	9738	0	8	dep_ex	9724	266	21555	ORF1ab	C	all	pc	303	3
9725	9739	0	7	dep_ex	9725	266	21555	ORF1ab	C	all	pc	304	3
9726	9740	0	6	dep_ex	9726	266	21555	ORF1ab	C	all	pc	305	3
9727	9741	0	6	dep_ex	9727	266	21555	ORF1ab	C	all	pc	306	3
9728	9742	0	6	dep_ex	9728	266	21555	ORF1ab	C	all	pc	307	3
9729	9743	0	6	dep_ex	9729	266	21555	ORF1ab	C	all	pc	308	3
9730	9744	0	6	dep_ex	9730	266	21555	ORF1ab	C	all	pc	309	3
9731	9745	0	7	dep_ex	9731	266	21555	ORF1ab	C	all	pc	310	3
9732	9746	0	8	dep_ex	9732	266	21555	ORF1ab	C	all	pc	311	3
9733	9747	0	9	dep_ex	9733	266	21555	ORF1ab	C	all	pc	312	3
9734	9748	0	8	dep_ex	9734	266	21555	ORF1ab	C	all	pc	313	3
9735	9749	0	7	dep_ex	9735	266	21555	ORF1ab	C	all	pc	314	3
9736	9750	0	6	dep_ex	9736	266	21555	ORF1ab	C	all	pc	315	3
9737	9751	0	5	dep_ex	9737	266	21555	ORF1ab	C	all	pc	316	3
9738	9752	0	4	dep_ex	9738	266	21555	ORF1ab	C	all	pc	317	3
9739	9753	0	3	dep_ex	9739	266	21555	ORF1ab	C	all	pc	318	3
9740	9754	0	3	dep_ex	9740	266	21555	ORF1ab	C	all	pc	319	3
9741	9755	0	3	dep_ex	9741	266	21555	ORF1ab	C	all	pc	320	3
9742	9756	0	3	dep_ex	9742	266	21555	ORF1ab	C	all	pc	321	3
9743	9757	0	3	dep_ex	9743	266	21555	ORF1ab	C	all	pc	322	3
9744	9758	0	3	dep_ex	9744	266	21555	ORF1ab	C	all	pc	323	3
9745	9759	0	3	dep_ex	9745	266	21555	ORF1ab	C	all	pc	324	3
9746	9760	0	2	dep_ex	9746	266	21555	ORF1ab	C	all	pc	325	3
9747	9761	0	1	dep_ex	9747	266	21555	ORF1ab	C	all	pc	326	3
11333	11347	0	1	dep_ex	11333	266	21555	ORF1ab	C	all	pc	327	3
11334	11348	0	2	dep_ex	11334	266	21555	ORF1ab	C	all	pc	328	3
11335	11349	0	3	dep_ex	11335	266	21555	ORF1ab	C	all	pc	329	3
11336	11350	0	4	dep_ex	11336	266	21555	ORF1ab	C	all	pc	330	3
11337	11351	0	5	dep_ex	11337	266	21555	ORF1ab	C	all	pc	331	3
11338	11352	0	6	dep_ex	11338	266	21555	ORF1ab	C	all	pc	332	3
11339	11353	0	7	dep_ex	11339	266	21555	ORF1ab	C	all	pc	333	3
11340	11354	0	7	dep_ex	11340	266	21555	ORF1ab	C	all	pc	334	3
11341	11355	0	7	dep_ex	11341	266	21555	ORF1ab	C	all	pc	335	3
11342	11356	0	7	dep_ex	11342	266	21555	ORF1ab	C	all	pc	336	3
11343	11357	0	7	dep_ex	11343	266	21555	ORF1ab	C	all	pc	337	3
11344	11358	0	7	dep_ex	11344	266	21555	ORF1ab	C	all	pc	338	3
11345	11359	0	7	dep_ex	11345	266	21555	ORF1ab	C	all	pc	339	3
11346	11360	0	7	dep_ex	11346	266	21555	ORF1ab	C	all	pc	340	3
11347	11361	0	7	dep_ex	11347	266	21555	ORF1ab	C	all	pc	341	3
11348	11362	0	6	dep_ex	11348	266	21555	ORF1ab	C	all	pc	342	3
11349	11363	0	5	dep_ex	11349	266	21555	ORF1ab	C	all	pc	343	3
11350	11364	0	4	dep_ex	11350	266	21555	ORF1ab	C	all	pc	344	3
11351	11365	0	3	dep_ex	11351	266	21555	ORF1ab	C	all	pc	345	3
11352	11366	0	2	dep_ex	11352	266	21555	ORF1ab	C	all	pc	346	3
11353	11367	0	1	dep_ex	11353	266	21555	ORF1ab	C	all	pc	347	3
11507	11521	0	1	dep_ex	11507	266	21555	ORF1ab	C	all	pc	348	3
11508	11522	0	2	dep_ex	11508	266	21555	ORF1ab	C	all	pc	349	3
11509	11523	0	3	dep_ex	11509	266	21555	ORF1ab	C	all	pc	350	3
11510	11524	0	4	dep_ex	11510	266	21555	ORF1ab	C	all	pc	351	3
11511	11525	0	5	dep_ex	11511	266	21555	ORF1ab	C	all	pc	352	3
11512	11526	0	5	dep_ex	11512	266	21555	ORF1ab	C	all	pc	353	3
11513	11527	0	5	dep_ex	11513	266	21555	ORF1ab	C	all	pc	354	3
11514	11528	0	5	dep_ex	11514	266	21555	ORF1ab	C	all	pc	355	3
11515	11529	0	5	dep_ex	11515	266	21555	ORF1ab	C	all	pc	356	3
11516	11530	0	5	dep_ex	11516	266	21555	ORF1ab	C	all	pc	357	3
11517	11531	0	5	dep_ex	11517	266	21555	ORF1ab	C	all	pc	358	3
11518	11532	0	5	dep_ex	11518	266	21555	ORF1ab	C	all	pc	359	3
11519	11533	0	5	dep_ex	11519	266	21555	ORF1ab	C	all	pc	360	3
11520	11534	0	5	dep_ex	11520	266	21555	ORF1ab	C	all	pc	361	3
11521	11535	0	5	dep_ex	11521	266	21555	ORF1ab	C	all	pc	362	3
11522	11536	0	4	dep_ex	11522	266	21555	ORF1ab	C	all	pc	363	3
11523	11537	0	3	dep_ex	11523	266	21555	ORF1ab	C	all	pc	364	3
11524	11538	0	2	dep_ex	11524	266	21555	ORF1ab	C	all	pc	365	3
11525	11539	0	1	dep_ex	11525	266	21555	ORF1ab	C	all	pc	366	3
11936	11950	0	1	dep_ex	11936	266	21555	ORF1ab	C	all	pc	367	3
11937	11951	0	2	dep_ex	11937	266	21555	ORF1ab	C	all	pc	368	3
11938	11952	0	3	dep_ex	11938	266	21555	ORF1ab	C	all	pc	369	3
11939	11953	0	4	dep_ex	11939	266	21555	ORF1ab	C	all	pc	370	3
11940	11954	0	5	dep_ex	11940	266	21555	ORF1ab	C	all	pc	371	3
11941	11955	0	6	dep_ex	11941	266	21555	ORF1ab	C	all	pc	372	3
11942	11956	0	7	dep_ex	11942	266	21555	ORF1ab	C	all	pc	373	3
11943	11957	0	8	dep_ex	11943	266	21555	ORF1ab	C	all	pc	374	3
11944	11958	0	9	dep_ex	11944	266	21555	ORF1ab	C	all	pc	375	3
11945	11959	0	10	dep_ex	11945	266	21555	ORF1ab	C	all	pc	376	3
11946	11960	0	11	dep_ex	11946	266	21555	ORF1ab	C	all	pc	377	3
11947	11961	0	12	dep_ex	11947	266	21555	ORF1ab	C	all	pc	378	3
11948	11962	0	13	dep_ex	11948	266	21555	ORF1ab	C	all	pc	379	3
11949	11963	0	14	dep_ex	11949	266	21555	ORF1ab	C	all	pc	380	3
11950	11964	0	15	dep_ex	11950	266	21555	ORF1ab	C	all	pc	381	3
11951	11965	0	15	dep_ex	11951	266	21555	ORF1ab	C	all	pc	382	3
11952	11966	0	15	dep_ex	11952	266	21555	ORF1ab	C	all	pc	383	3
11953	11967	0	15	dep_ex	11953	266	21555	ORF1ab	C	all	pc	384	3
11954	11968	0	15	dep_ex	11954	266	21555	ORF1ab	C	all	pc	385	3
11955	11969	0	15	dep_ex	11955	266	21555	ORF1ab	C	all	pc	386	3
11956	11970	0	15	dep_ex	11956	266	21555	ORF1ab	C	all	pc	387	3
11957	11971	0	15	dep_ex	11957	266	21555	ORF1ab	C	all	pc	388	3
11958	11972	0	15	dep_ex	11958	266	21555	ORF1ab	C	all	pc	389	3
11959	11973	0	15	dep_ex	11959	266	21555	ORF1ab	C	all	pc	390	3
11960	11974	0	15	dep_ex	11960	266	21555	ORF1ab	C	all	pc	391	3
11961	11975	0	15	dep_ex	11961	266	21555	ORF1ab	C	all	pc	392	3
11962	11976	0	15	dep_ex	11962	266	21555	ORF1ab	C	all	pc	393	3
11963	11977	0	15	dep_ex	11963	266	21555	ORF1ab	C	all	pc	394	3
11964	11978	0	14	dep_ex	11964	266	21555	ORF1ab	C	all	pc	395	3
11965	11979	0	13	dep_ex	11965	266	21555	ORF1ab	C	all	pc	396	3
11966	11980	0	12	dep_ex	11966	266	21555	ORF1ab	C	all	pc	397	3
11967	11981	0	11	dep_ex	11967	266	21555	ORF1ab	C	all	pc	398	3
11968	11982	0	10	dep_ex	11968	266	21555	ORF1ab	C	all	pc	399	3
11969	11983	0	9	dep_ex	11969	266	21555	ORF1ab	C	all	pc	400	3
11970	11984	0	8	dep_ex	11970	266	21555	ORF1ab	C	all	pc	401	3
11971	11985	0	7	dep_ex	11971	266	21555	ORF1ab	C	all	pc	402	3
11972	11986	0	6	dep_ex	11972	266	21555	ORF1ab	C	all	pc	403	3
11973	11987	0	5	dep_ex	11973	266	21555	ORF1ab	C	all	pc	404	3
11974	11988	0	4	dep_ex	11974	266	21555	ORF1ab	C	all	pc	405	3
11975	11989	0	3	dep_ex	11975	266	21555	ORF1ab	C	all	pc	406	3
11976	11990	0	2	dep_ex	11976	266	21555	ORF1ab	C	all	pc	407	3
11977	11991	0	1	dep_ex	11977	266	21555	ORF1ab	C	all	pc	408	3
12076	12090	0	11	dep_ex	12076	266	21555	ORF1ab	C	all	pc	409	3
12077	12091	0	10	dep_ex	12077	266	21555	ORF1ab	C	all	pc	410	3
12078	12092	0	9	dep_ex	12078	266	21555	ORF1ab	C	all	pc	411	3
12079	12093	0	8	dep_ex	12079	266	21555	ORF1ab	C	all	pc	412	3
12080	12094	0	7	dep_ex	12080	266	21555	ORF1ab	C	all	pc	413	3
12081	12095	0	7	dep_ex	12081	266	21555	ORF1ab	C	all	pc	414	3
12082	12096	0	6	dep_ex	12082	266	21555	ORF1ab	C	all	pc	415	3
12083	12097	0	5	dep_ex	12083	266	21555	ORF1ab	C	all	pc	416	3
12084	12098	0	4	dep_ex	12084	266	21555	ORF1ab	C	all	pc	417	3
12085	12099	0	3	dep_ex	12085	266	21555	ORF1ab	C	all	pc	418	3
12086	12100	0	2	dep_ex	12086	266	21555	ORF1ab	C	all	pc	419	3
12087	12101	0	1	dep_ex	12087	266	21555	ORF1ab	C	all	pc	420	3
12767	12781	0	1	dep_ex	12767	266	21555	ORF1ab	C	all	pc	421	3
12768	12782	0	2	dep_ex	12768	266	21555	ORF1ab	C	all	pc	422	3
12769	12783	0	3	dep_ex	12769	266	21555	ORF1ab	C	all	pc	423	3
12770	12784	0	4	dep_ex	12770	266	21555	ORF1ab	C	all	pc	424	3
12771	12785	0	5	dep_ex	12771	266	21555	ORF1ab	C	all	pc	425	3
12772	12786	0	6	dep_ex	12772	266	21555	ORF1ab	C	all	pc	426	3
12773	12787	0	7	dep_ex	12773	266	21555	ORF1ab	C	all	pc	427	3
12774	12788	0	8	dep_ex	12774	266	21555	ORF1ab	C	all	pc	428	3
12775	12789	0	9	dep_ex	12775	266	21555	ORF1ab	C	all	pc	429	3
12776	12790	0	10	dep_ex	12776	266	21555	ORF1ab	C	all	pc	430	3
12777	12791	0	11	dep_ex	12777	266	21555	ORF1ab	C	all	pc	431	3
12778	12792	0	12	dep_ex	12778	266	21555	ORF1ab	C	all	pc	432	3
12779	12793	0	13	dep_ex	12779	266	21555	ORF1ab	C	all	pc	433	3
12780	12794	0	14	dep_ex	12780	266	21555	ORF1ab	C	all	pc	434	3
12781	12795	0	15	dep_ex	12781	266	21555	ORF1ab	C	all	pc	435	3
12782	12796	0	14	dep_ex	12782	266	21555	ORF1ab	C	all	pc	436	3
12783	12797	0	13	dep_ex	12783	266	21555	ORF1ab	C	all	pc	437	3
12784	12798	0	12	dep_ex	12784	266	21555	ORF1ab	C	all	pc	438	3
12785	12799	0	12	dep_ex	12785	266	21555	ORF1ab	C	all	pc	439	3
12786	12800	0	12	dep_ex	12786	266	21555	ORF1ab	C	all	pc	440	3
12787	12801	0	11	dep_ex	12787	266	21555	ORF1ab	C	all	pc	441	3
12788	12802	0	10	dep_ex	12788	266	21555	ORF1ab	C	all	pc	442	3
12789	12803	0	10	dep_ex	12789	266	21555	ORF1ab	C	all	pc	443	3
12790	12804	0	10	dep_ex	12790	266	21555	ORF1ab	C	all	pc	444	3
12791	12805	0	10	dep_ex	12791	266	21555	ORF1ab	C	all	pc	445	3
12792	12806	0	10	dep_ex	12792	266	21555	ORF1ab	C	all	pc	446	3
12793	12807	0	10	dep_ex	12793	266	21555	ORF1ab	C	all	pc	447	3
12794	12808	0	10	dep_ex	12794	266	21555	ORF1ab	C	all	pc	448	3
12795	12809	0	10	dep_ex	12795	266	21555	ORF1ab	C	all	pc	449	3
12796	12810	0	10	dep_ex	12796	266	21555	ORF1ab	C	all	pc	450	3
12797	12811	0	11	dep_ex	12797	266	21555	ORF1ab	C	all	pc	451	3
12798	12812	0	12	dep_ex	12798	266	21555	ORF1ab	C	all	pc	452	3
12799	12813	0	13	dep_ex	12799	266	21555	ORF1ab	C	all	pc	453	3
12800	12814	0	13	dep_ex	12800	266	21555	ORF1ab	C	all	pc	454	3
12801	12815	0	13	dep_ex	12801	266	21555	ORF1ab	C	all	pc	455	3
12802	12816	0	14	dep_ex	12802	266	21555	ORF1ab	C	all	pc	456	3
12803	12817	0	15	dep_ex	12803	266	21555	ORF1ab	C	all	pc	457	3
12804	12818	0	15	dep_ex	12804	266	21555	ORF1ab	C	all	pc	458	3
12805	12819	0	15	dep_ex	12805	266	21555	ORF1ab	C	all	pc	459	3
12806	12820	0	15	dep_ex	12806	266	21555	ORF1ab	C	all	pc	460	3
12807	12821	0	15	dep_ex	12807	266	21555	ORF1ab	C	all	pc	461	3
12808	12822	0	15	dep_ex	12808	266	21555	ORF1ab	C	all	pc	462	3
12809	12823	0	15	dep_ex	12809	266	21555	ORF1ab	C	all	pc	463	3
12810	12824	0	15	dep_ex	12810	266	21555	ORF1ab	C	all	pc	464	3
12811	12825	0	15	dep_ex	12811	266	21555	ORF1ab	C	all	pc	465	3
12812	12826	0	15	dep_ex	12812	266	21555	ORF1ab	C	all	pc	466	3
12813	12827	0	15	dep_ex	12813	266	21555	ORF1ab	C	all	pc	467	3
12814	12828	0	15	dep_ex	12814	266	21555	ORF1ab	C	all	pc	468	3
12815	12829	0	15	dep_ex	12815	266	21555	ORF1ab	C	all	pc	469	3
12816	12830	0	15	dep_ex	12816	266	21555	ORF1ab	C	all	pc	470	3
12817	12831	0	15	dep_ex	12817	266	21555	ORF1ab	C	all	pc	471	3
12818	12832	0	15	dep_ex	12818	266	21555	ORF1ab	C	all	pc	472	3
12819	12833	0	15	dep_ex	12819	266	21555	ORF1ab	C	all	pc	473	3
12820	12834	0	15	dep_ex	12820	266	21555	ORF1ab	C	all	pc	474	3
12821	12835	0	15	dep_ex	12821	266	21555	ORF1ab	C	all	pc	475	3
12822	12836	0	15	dep_ex	12822	266	21555	ORF1ab	C	all	pc	476	3
12823	12837	0	15	dep_ex	12823	266	21555	ORF1ab	C	all	pc	477	3
12824	12838	0	15	dep_ex	12824	266	21555	ORF1ab	C	all	pc	478	3
12825	12839	0	15	dep_ex	12825	266	21555	ORF1ab	C	all	pc	479	3
12826	12840	0	15	dep_ex	12826	266	21555	ORF1ab	C	all	pc	480	3
12827	12841	0	15	dep_ex	12827	266	21555	ORF1ab	C	all	pc	481	3
12828	12842	0	15	dep_ex	12828	266	21555	ORF1ab	C	all	pc	482	3
12829	12843	0	15	dep_ex	12829	266	21555	ORF1ab	C	all	pc	483	3
12830	12844	0	15	dep_ex	12830	266	21555	ORF1ab	C	all	pc	484	3
12831	12845	0	15	dep_ex	12831	266	21555	ORF1ab	C	all	pc	485	3
12832	12846	0	15	dep_ex	12832	266	21555	ORF1ab	C	all	pc	486	3
12833	12847	0	15	dep_ex	12833	266	21555	ORF1ab	C	all	pc	487	3
12834	12848	0	15	dep_ex	12834	266	21555	ORF1ab	C	all	pc	488	3
12835	12849	0	15	dep_ex	12835	266	21555	ORF1ab	C	all	pc	489	3
12836	12850	0	15	dep_ex	12836	266	21555	ORF1ab	C	all	pc	490	3
12837	12851	0	15	dep_ex	12837	266	21555	ORF1ab	C	all	pc	491	3
12838	12852	0	15	dep_ex	12838	266	21555	ORF1ab	C	all	pc	492	3
12839	12853	0	15	dep_ex	12839	266	21555	ORF1ab	C	all	pc	493	3
12840	12854	0	15	dep_ex	12840	266	21555	ORF1ab	C	all	pc	494	3
12841	12855	0	15	dep_ex	12841	266	21555	ORF1ab	C	all	pc	495	3
12842	12856	0	15	dep_ex	12842	266	21555	ORF1ab	C	all	pc	496	3
12843	12857	0	15	dep_ex	12843	266	21555	ORF1ab	C	all	pc	497	3
12844	12858	0	15	dep_ex	12844	266	21555	ORF1ab	C	all	pc	498	3
12845	12859	0	15	dep_ex	12845	266	21555	ORF1ab	C	all	pc	499	3
12846	12860	0	15	dep_ex	12846	266	21555	ORF1ab	C	all	pc	500	3
12847	12861	0	15	dep_ex	12847	266	21555	ORF1ab	C	all	pc	501	3
12848	12862	0	15	dep_ex	12848	266	21555	ORF1ab	C	all	pc	502	3
12849	12863	0	15	dep_ex	12849	266	21555	ORF1ab	C	all	pc	503	3
12850	12864	0	15	dep_ex	12850	266	21555	ORF1ab	C	all	pc	504	3
12851	12865	0	15	dep_ex	12851	266	21555	ORF1ab	C	all	pc	505	3
12852	12866	0	15	dep_ex	12852	266	21555	ORF1ab	C	all	pc	506	3
12853	12867	0	15	dep_ex	12853	266	21555	ORF1ab	C	all	pc	507	3
12854	12868	0	15	dep_ex	12854	266	21555	ORF1ab	C	all	pc	508	3
12855	12869	0	15	dep_ex	12855	266	21555	ORF1ab	C	all	pc	509	3
12856	12870	0	15	dep_ex	12856	266	21555	ORF1ab	C	all	pc	510	3
12857	12871	0	14	dep_ex	12857	266	21555	ORF1ab	C	all	pc	511	3
12858	12872	0	13	dep_ex	12858	266	21555	ORF1ab	C	all	pc	512	3
12859	12873	0	12	dep_ex	12859	266	21555	ORF1ab	C	all	pc	513	3
12860	12874	0	11	dep_ex	12860	266	21555	ORF1ab	C	all	pc	514	3
12861	12875	0	10	dep_ex	12861	266	21555	ORF1ab	C	all	pc	515	3
12862	12876	0	9	dep_ex	12862	266	21555	ORF1ab	C	all	pc	516	3
12863	12877	0	8	dep_ex	12863	266	21555	ORF1ab	C	all	pc	517	3
12864	12878	0	7	dep_ex	12864	266	21555	ORF1ab	C	all	pc	518	3
12865	12879	0	6	dep_ex	12865	266	21555	ORF1ab	C	all	pc	519	3
12866	12880	0	5	dep_ex	12866	266	21555	ORF1ab	C	all	pc	520	3
12867	12881	0	4	dep_ex	12867	266	21555	ORF1ab	C	all	pc	521	3
12868	12882	0	3	dep_ex	12868	266	21555	ORF1ab	C	all	pc	522	3
12869	12883	0	2	dep_ex	12869	266	21555	ORF1ab	C	all	pc	523	3
12870	12884	0	1	dep_ex	12870	266	21555	ORF1ab	C	all	pc	524	3
13084	13098	0	1	dep_ex	13084	266	21555	ORF1ab	C	all	pc	525	3
13085	13099	0	2	dep_ex	13085	266	21555	ORF1ab	C	all	pc	526	3
13086	13100	0	3	dep_ex	13086	266	21555	ORF1ab	C	all	pc	527	3
13087	13101	0	4	dep_ex	13087	266	21555	ORF1ab	C	all	pc	528	3
13088	13102	0	5	dep_ex	13088	266	21555	ORF1ab	C	all	pc	529	3
13089	13103	0	6	dep_ex	13089	266	21555	ORF1ab	C	all	pc	530	3
13090	13104	0	7	dep_ex	13090	266	21555	ORF1ab	C	all	pc	531	3
13091	13105	0	8	dep_ex	13091	266	21555	ORF1ab	C	all	pc	532	3
13092	13106	0	9	dep_ex	13092	266	21555	ORF1ab	C	all	pc	533	3
13093	13107	0	10	dep_ex	13093	266	21555	ORF1ab	C	all	pc	534	3
13094	13108	0	11	dep_ex	13094	266	21555	ORF1ab	C	all	pc	535	3
13095	13109	0	12	dep_ex	13095	266	21555	ORF1ab	C	all	pc	536	3
13096	13110	0	13	dep_ex	13096	266	21555	ORF1ab	C	all	pc	537	3
13097	13111	0	14	dep_ex	13097	266	21555	ORF1ab	C	all	pc	538	3
13098	13112	0	15	dep_ex	13098	266	21555	ORF1ab	C	all	pc	539	3
13099	13113	0	15	dep_ex	13099	266	21555	ORF1ab	C	all	pc	540	3
13100	13114	0	15	dep_ex	13100	266	21555	ORF1ab	C	all	pc	541	3
13101	13115	0	15	dep_ex	13101	266	21555	ORF1ab	C	all	pc	542	3
13102	13116	0	15	dep_ex	13102	266	21555	ORF1ab	C	all	pc	543	3
13103	13117	0	15	dep_ex	13103	266	21555	ORF1ab	C	all	pc	544	3
13104	13118	0	15	dep_ex	13104	266	21555	ORF1ab	C	all	pc	545	3
13105	13119	0	15	dep_ex	13105	266	21555	ORF1ab	C	all	pc	546	3
13106	13120	0	15	dep_ex	13106	266	21555	ORF1ab	C	all	pc	547	3
13107	13121	0	15	dep_ex	13107	266	21555	ORF1ab	C	all	pc	548	3
13108	13122	0	15	dep_ex	13108	266	21555	ORF1ab	C	all	pc	549	3
13109	13123	0	15	dep_ex	13109	266	21555	ORF1ab	C	all	pc	550	3
13110	13124	0	15	dep_ex	13110	266	21555	ORF1ab	C	all	pc	551	3
13111	13125	0	15	dep_ex	13111	266	21555	ORF1ab	C	all	pc	552	3
13112	13126	0	15	dep_ex	13112	266	21555	ORF1ab	C	all	pc	553	3
13113	13127	0	15	dep_ex	13113	266	21555	ORF1ab	C	all	pc	554	3
13114	13128	0	15	dep_ex	13114	266	21555	ORF1ab	C	all	pc	555	3
13115	13129	0	15	dep_ex	13115	266	21555	ORF1ab	C	all	pc	556	3
13116	13130	0	15	dep_ex	13116	266	21555	ORF1ab	C	all	pc	557	3
13117	13131	0	15	dep_ex	13117	266	21555	ORF1ab	C	all	pc	558	3
13118	13132	0	15	dep_ex	13118	266	21555	ORF1ab	C	all	pc	559	3
13119	13133	0	15	dep_ex	13119	266	21555	ORF1ab	C	all	pc	560	3
13120	13134	0	15	dep_ex	13120	266	21555	ORF1ab	C	all	pc	561	3
13121	13135	0	15	dep_ex	13121	266	21555	ORF1ab	C	all	pc	562	3
13122	13136	0	15	dep_ex	13122	266	21555	ORF1ab	C	all	pc	563	3
13123	13137	0	15	dep_ex	13123	266	21555	ORF1ab	C	all	pc	564	3
13124	13138	0	15	dep_ex	13124	266	21555	ORF1ab	C	all	pc	565	3
13125	13139	0	15	dep_ex	13125	266	21555	ORF1ab	C	all	pc	566	3
13126	13140	0	15	dep_ex	13126	266	21555	ORF1ab	C	all	pc	567	3
13127	13141	0	15	dep_ex	13127	266	21555	ORF1ab	C	all	pc	568	3
13128	13142	0	15	dep_ex	13128	266	21555	ORF1ab	C	all	pc	569	3
13129	13143	0	15	dep_ex	13129	266	21555	ORF1ab	C	all	pc	570	3
13130	13144	0	15	dep_ex	13130	266	21555	ORF1ab	C	all	pc	571	3
13131	13145	0	15	dep_ex	13131	266	21555	ORF1ab	C	all	pc	572	3
13132	13146	0	15	dep_ex	13132	266	21555	ORF1ab	C	all	pc	573	3
13133	13147	0	15	dep_ex	13133	266	21555	ORF1ab	C	all	pc	574	3
13134	13148	0	15	dep_ex	13134	266	21555	ORF1ab	C	all	pc	575	3
13135	13149	0	15	dep_ex	13135	266	21555	ORF1ab	C	all	pc	576	3
13136	13150	0	15	dep_ex	13136	266	21555	ORF1ab	C	all	pc	577	3
13137	13151	0	15	dep_ex	13137	266	21555	ORF1ab	C	all	pc	578	3
13138	13152	0	15	dep_ex	13138	266	21555	ORF1ab	C	all	pc	579	3
13139	13153	0	15	dep_ex	13139	266	21555	ORF1ab	C	all	pc	580	3
13140	13154	0	15	dep_ex	13140	266	21555	ORF1ab	C	all	pc	581	3
13141	13155	0	15	dep_ex	13141	266	21555	ORF1ab	C	all	pc	582	3
13142	13156	0	15	dep_ex	13142	266	21555	ORF1ab	C	all	pc	583	3
13143	13157	0	15	dep_ex	13143	266	21555	ORF1ab	C	all	pc	584	3
13144	13158	0	15	dep_ex	13144	266	21555	ORF1ab	C	all	pc	585	3
13145	13159	0	15	dep_ex	13145	266	21555	ORF1ab	C	all	pc	586	3
13146	13160	0	15	dep_ex	13146	266	21555	ORF1ab	C	all	pc	587	3
13147	13161	0	15	dep_ex	13147	266	21555	ORF1ab	C	all	pc	588	3
13148	13162	0	15	dep_ex	13148	266	21555	ORF1ab	C	all	pc	589	3
13149	13163	0	14	dep_ex	13149	266	21555	ORF1ab	C	all	pc	590	3
13150	13164	0	13	dep_ex	13150	266	21555	ORF1ab	C	all	pc	591	3
13151	13165	0	12	dep_ex	13151	266	21555	ORF1ab	C	all	pc	592	3
13152	13166	0	11	dep_ex	13152	266	21555	ORF1ab	C	all	pc	593	3
13153	13167	0	10	dep_ex	13153	266	21555	ORF1ab	C	all	pc	594	3
13154	13168	0	9	dep_ex	13154	266	21555	ORF1ab	C	all	pc	595	3
13155	13169	0	8	dep_ex	13155	266	21555	ORF1ab	C	all	pc	596	3
13156	13170	0	7	dep_ex	13156	266	21555	ORF1ab	C	all	pc	597	3
13157	13171	0	6	dep_ex	13157	266	21555	ORF1ab	C	all	pc	598	3
13158	13172	0	5	dep_ex	13158	266	21555	ORF1ab	C	all	pc	599	3
13159	13173	0	4	dep_ex	13159	266	21555	ORF1ab	C	all	pc	600	3
13160	13174	0	3	dep_ex	13160	266	21555	ORF1ab	C	all	pc	601	3
13161	13175	0	2	dep_ex	13161	266	21555	ORF1ab	C	all	pc	602	3
13162	13176	0	1	dep_ex	13162	266	21555	ORF1ab	C	all	pc	603	3
13387	13401	0	1	dep_ex	13387	266	21555	ORF1ab	C	all	pc	604	3
13388	13402	0	2	dep_ex	13388	266	21555	ORF1ab	C	all	pc	605	3
13389	13403	0	3	dep_ex	13389	266	21555	ORF1ab	C	all	pc	606	3
13390	13404	0	4	dep_ex	13390	266	21555	ORF1ab	C	all	pc	607	3
13391	13405	0	5	dep_ex	13391	266	21555	ORF1ab	C	all	pc	608	3
13392	13406	0	6	dep_ex	13392	266	21555	ORF1ab	C	all	pc	609	3
13393	13407	0	7	dep_ex	13393	266	21555	ORF1ab	C	all	pc	610	3
13394	13408	0	8	dep_ex	13394	266	21555	ORF1ab	C	all	pc	611	3
13395	13409	0	9	dep_ex	13395	266	21555	ORF1ab	C	all	pc	612	3
13396	13410	0	10	dep_ex	13396	266	21555	ORF1ab	C	all	pc	613	3
13397	13411	0	11	dep_ex	13397	266	21555	ORF1ab	C	all	pc	614	3
13398	13412	0	12	dep_ex	13398	266	21555	ORF1ab	C	all	pc	615	3
13399	13413	0	13	dep_ex	13399	266	21555	ORF1ab	C	all	pc	616	3
13400	13414	0	14	dep_ex	13400	266	21555	ORF1ab	C	all	pc	617	3
13401	13415	0	15	dep_ex	13401	266	21555	ORF1ab	C	all	pc	618	3
13402	13416	0	15	dep_ex	13402	266	21555	ORF1ab	C	all	pc	619	3
13403	13417	0	15	dep_ex	13403	266	21555	ORF1ab	C	all	pc	620	3
13404	13418	0	15	dep_ex	13404	266	21555	ORF1ab	C	all	pc	621	3
13405	13419	0	15	dep_ex	13405	266	21555	ORF1ab	C	all	pc	622	3
13406	13420	0	15	dep_ex	13406	266	21555	ORF1ab	C	all	pc	623	3
13407	13421	0	15	dep_ex	13407	266	21555	ORF1ab	C	all	pc	624	3
